Name	Caller	Count	CNOT:Average	CNOT:SecondMoment	CNOT:Variance	CNOT:Min	CNOT:Max	QubitClifford:Average	QubitClifford:SecondMoment	QubitClifford:Variance	QubitClifford:Min	QubitClifford:Max	R:Average	R:SecondMoment	R:Variance	R:Min	R:Max	Measure:Average	Measure:SecondMoment	Measure:Variance	Measure:Min	Measure:Max	T:Average	T:SecondMoment	T:Variance	T:Min	T:Max
Microsoft.Quantum.Chemistry.HTermsToGenSys:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerGeneratorSystem:Body	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.IdentityGeneratorSystem:Body	Microsoft.Quantum.Canon.SumGeneratorSystems:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.GetGeneratorSystemNTerms:Body	Microsoft.Quantum.Canon.AddGeneratorSystems:Body	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.GetGeneratorSystemFunction:Body	Microsoft.Quantum.Canon.AddGeneratorSystems:Body	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.AddGeneratorSystems:Body	Microsoft.Quantum.Canon.Fold:Body	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Fold:Body	Microsoft.Quantum.Canon.SumGeneratorSystems:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.SumGeneratorSystems:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerGeneratorSystem:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerGeneratorSystem:Body	Microsoft.Quantum.Chemistry.JordanWigner.TrotterStepOracle:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionEvolutionSet:Body	Microsoft.Quantum.Chemistry.JordanWigner.TrotterStepOracle:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.TrotterSimulationAlgorithm:Body	Microsoft.Quantum.Chemistry.JordanWigner.TrotterStepOracle:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Chemistry.JordanWigner.TrotterStepOracle:Body	Microsoft.Quantum.Chemistry.Samples.RunTrotterStep:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Math.Ceiling:Body	Microsoft.Quantum.Canon.TrotterSimulationAlgorithmImpl:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Extensions.Convert.ToDouble:Body	Microsoft.Quantum.Canon.TrotterSimulationAlgorithmImpl:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.DecomposeIntoTimeStepsCA:Body	Microsoft.Quantum.Canon.TrotterStep:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.TrotterStep:Body	Microsoft.Quantum.Canon.TrotterSimulationAlgorithmImpl:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Chemistry.HTermToGenIdx:Body	Microsoft.Quantum.Chemistry.HTermsToGenIdx:Body	3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.HTermsToGenIdx:Body	Microsoft.Quantum.Canon._AddGeneratorSystems:Body	3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon._AddGeneratorSystems:Body	Microsoft.Quantum.Canon._AddGeneratorSystems:Body	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon._AddGeneratorSystems:Body	Microsoft.Quantum.Canon.TrotterStepImpl:Body	3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionFunction:Body	Microsoft.Quantum.Canon.EvolutionSet:Body	3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.EvolutionSet:Body	Microsoft.Quantum.Canon.TrotterStepImpl:Body	3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.IndiciesOfNonIdentity:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliArrayByIndex:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	12017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	24034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	24034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	160944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	100900	0	0	0	0	0	0.404915758176416	0.404915758176412	0.2409613750775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	12017	7.39643837896311	68.5091953066489	13.8030432392327	0	21	3.39985021219939	12.5675293334443	1.0086318017961	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_R:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalR:Body	12017	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalR:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R:Body	12017	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.R:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	12017	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	24034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.FailOn:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	160944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	100900	0	0	0	0	0	0.404915758176409	0.404915758176412	0.2409613750775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	12017	7.39643837896311	68.5091953066489	13.8030432392327	0	21	3.39985021219939	12.5675293334443	1.0086318017961	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ExpNoId:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ApplyByIndexAdjointableControllable:Body	12017	14.7928767579262	274.036781226596	55.2121729569308	0	42	6.79970042439878	50.2701173337772	4.03452720718439	0	8	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.ApplyByIndexAdjointableControllable:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	12017	14.7928767579262	274.036781226596	55.2121729569308	0	42	6.79970042439878	50.2701173337772	4.03452720718439	0	8	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Exp:Body	Microsoft.Quantum.Chemistry.JordanWigner.ExpOverride_:Body	12017	14.7928767579262	274.036781226596	55.2121729569308	0	42	6.79970042439878	50.2701173337772	4.03452720718439	0	8	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ExpOverride_:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerZTerm_:Body	22	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerZTerm_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionImpl:Body	22	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionImpl:Body	Microsoft.Quantum.Canon.EvolutionUnitary:Body	3808	46.6822478991598	3416.37710084034	1237.46979772997	0	168	21.4579831932774	673.44537815126	213.056285082985	0	48	3.15572478991596	11.8101365546218	1.85202395576041	1	6	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.EvolutionUnitary:Body	Microsoft.Quantum.Canon.TrotterStepImpl:Body	3808	46.6822478991598	3416.37710084034	1237.46979772997	0	168	21.4579831932774	673.44537815126	213.056285082985	0	48	3.15572478991596	11.8101365546218	1.85202395576041	1	6	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.TrotterStepImpl:Body	Microsoft.Quantum.Canon.Trotter1ImplCA:Body	3808	46.6822478991598	3416.37710084034	1237.46979772997	0	168	21.4579831932774	673.44537815126	213.056285082985	0	48	3.15572478991596	11.8101365546218	1.85202395576041	1	6	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Subarray:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerZZTerm_:Body	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_CX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Body	88883	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Body	88883	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_CX:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	88883	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalCX:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.MultiPauliFlip:Adjoint	88883	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ExpOverride_:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerZZTerm_:Body	231	2	4	0	2	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerZZTerm_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionImpl:Body	231	2	4	0	2	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Subarray:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQTerm_:Body	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ConstantArray:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQTerm_:Body	3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_H:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Body	20428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Body	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_H:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Adjoint	20428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Adjoint	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalH:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ExpOverride_:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQTerm_:Body	3100	9.8374193548387	119.68	22.9125715891703	2	22	4	16	0	4	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_SthenH:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Adjoint	20428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Adjoint	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Adjoint	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Body	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.Enum_HthenS:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Body	20428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Implementation.Interface_Clifford:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Body	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.InternalHY:Body	Microsoft.Quantum.Simulation.Simulators.QCTraceSimulators.Circuits.PauliZFlip:Adjoint	20428	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQTerm_:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQandPQQRTerm_:Body	1550	19.6748387096774	478.72	91.6798700514378	4	44	8	64	0	8	8	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQandPQQRTerm_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionImpl:Body	1550	19.6748387096774	478.72	91.6798700514378	4	44	8	64	0	8	8	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Exclude:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWignerPQandPQQRTerm_:Body	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Subarray:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWigner0123Term_:Body	4010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.AbsD:Body	Microsoft.Quantum.Chemistry.IsNotZero:Body	16040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Extensions.Math.PowD:Body	Microsoft.Quantum.Chemistry.IsNotZero:Body	16040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.IsNotZero:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWigner0123Term_:Body	16040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.ConstantArray:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWigner0123Term_:Body	8664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ExpOverride_:Body	Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWigner0123Term_:Body	8664	16.9445983379501	337.161588180979	50.0479518875925	6	42	8	64	0	8	8	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Chemistry.JordanWigner.ApplyJordanWigner0123Term_:Body	Microsoft.Quantum.Chemistry.JordanWigner.JordanWignerFermionImpl:Body	2005	73.2209476309226	6118.01695760599	757.087385329093	24	168	34.5695760598504	1229.56608478803	34.5277166365523	32	48	4.3211970074813	19.211970074813	0.53949557244613	4	6	0	0	0	0	0	0	0	0	0	0
Microsoft.Quantum.Canon.Trotter1ImplCA:Body	Microsoft.Quantum.Canon.TrotterSimulationAlgorithmImpl:Body	1	177766	31600750756	NaN	177766	177766	81712	6676850944	NaN	81712	81712	12017	144408289	NaN	12017	12017	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.TrotterSimulationAlgorithmImpl:Body	Microsoft.Quantum.Canon.SimulationAlgorithm:Body	1	177766	31600750756	NaN	177766	177766	81712	6676850944	NaN	81712	81712	12017	144408289	NaN	12017	12017	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Canon.SimulationAlgorithm:Body	Microsoft.Quantum.Chemistry.Samples.RunTrotterStep:Body	1	177766	31600750756	NaN	177766	177766	81712	6676850944	NaN	81712	81712	12017	144408289	NaN	12017	12017	0	0	NaN	0	0	0	0	NaN	0	0
Microsoft.Quantum.Primitive.Measure:Body	Microsoft.Quantum.Primitive.M:Body	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
Microsoft.Quantum.Primitive.M:Body	Microsoft.Quantum.Primitive.Reset:Body	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
Microsoft.Quantum.Primitive.Reset:Body	Microsoft.Quantum.Primitive.ResetAll:Body	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
Microsoft.Quantum.Primitive.ResetAll:Body	Microsoft.Quantum.Chemistry.Samples.RunTrotterStep:Body	1	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	22	484	NaN	22	22	0	0	NaN	0	0
Microsoft.Quantum.Chemistry.Samples.RunTrotterStep:Body	[[root]]	1	177766	31600750756	NaN	177766	177766	81712	6676850944	NaN	81712	81712	12017	144408289	NaN	12017	12017	22	484	NaN	22	22	0	0	NaN	0	0

